"","pit_tag_number","observable","value","method","collection","unit","event","trial"
"1709","0900008800751280","total_protein","40.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1710","0900008800751280","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1711","0900008800751280","haematocrit","31.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1712","0900008800751280","triglycerides","1.22","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1713","0900008800751280","lymphocytes","91.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1714","0900008800751280","phosphate","3.99","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1715","0900008800751280","potassium","5.63","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1716","0900008800751280","neutrophils_abs","0.8","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1717","0900008800751280","calcium","2.96","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1718","0900008800751280","monocytes_abs","0.1","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1719","0900008800751280","creatinine","30.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1720","0900008800751280","sodium","171.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1721","0900008800751280","alanine_aminotransferase","11.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1722","0900008800751280","urea","1.3","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1723","0900008800751280","aspartate_aminotransferase","571.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1724","0900008800751280","glucose","5.7","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1725","0900008800751280","alkaline_phosphatase","20.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1726","0900008800751280","white_blood_cell_count","10.6","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1727","0900008800751280","creatine_phosphokinase","1234.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1728","0900008800751280","globulin","21.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1729","0900008800751280","albumin","19.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1730","0900008800751280","monocytes","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1731","0900008800751280","neutrophils","8.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1732","0900008800751280","lymphocytes_abs","9.6","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1733","0900008800751280","magnesium","1.44","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1734","0900008800751298","triglycerides","1.05","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1735","0900008800751298","aspartate_aminotransferase","410.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1736","0900008800751298","haematocrit","36.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1737","0900008800751298","alkaline_phosphatase","34.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1738","0900008800751298","neutrophils_abs","0.1","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1739","0900008800751298","neutrophils","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1740","0900008800751298","haemoglobin","105.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"1741","0900008800751298","potassium","4.17","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1742","0900008800751298","globulin","21.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1743","0900008800751298","sodium","168.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1744","0900008800751298","cortisol","122.0","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"1745","0900008800751298","creatinine","12.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1746","0900008800751298","glucose","4.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1747","0900008800751298","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1748","0900008800751298","lymphocytes_abs","10.0","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1749","0900008800751298","magnesium","1.02","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1750","0900008800751298","glutamate_dehydrogenase","77.1","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1751","0900008800751298","total_protein","38.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1752","0900008800751298","haptoglobin","13.11","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"1753","0900008800751298","albumin","18.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1754","0900008800751298","monocytes_abs","0.1","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1755","0900008800751298","creatine_phosphokinase","942.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1756","0900008800751298","calcium","2.75","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1757","0900008800751298","prostaglandin_e2","107.4","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"1758","0900008800751298","alanine_aminotransferase","3.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1759","0900008800751298","phosphate","3.11","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1760","0900008800751298","monocytes","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1761","0900008800751298","cholesterol","9.6","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1762","0900008800751298","white_blood_cell_count","10.2","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1763","0900008800751298","c-reactive_protein","1.03","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"1764","0900008800751298","urea","0.5","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1765","0900008800751298","lymphocytes","98.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1766","0900008800751298","chloride","138.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1767","0900008800751315","magnesium","1.49","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1768","0900008800751315","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1769","0900008800751315","lymphocytes_abs","9.5","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1770","0900008800751315","globulin","23.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1771","0900008800751315","chloride","143.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1772","0900008800751315","creatinine","14.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1773","0900008800751315","neutrophils_abs","0.3","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1774","0900008800751315","c-reactive_protein","1.31","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"1775","0900008800751315","monocytes","0.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1776","0900008800751315","creatine_phosphokinase","1127.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1777","0900008800751315","glutamate_dehydrogenase","128.1","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1778","0900008800751315","neutrophils","3.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1779","0900008800751315","haematocrit","43.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1780","0900008800751315","haemoglobin","110.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"1781","0900008800751315","cortisol","248.0","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"1782","0900008800751315","aspartate_aminotransferase","336.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1783","0900008800751315","total_protein","41.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1784","0900008800751315","urea","1.4","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1785","0900008800751315","white_blood_cell_count","9.8","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1786","0900008800751315","triglycerides","1.7","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1787","0900008800751315","lymphocytes","97.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1788","0900008800751315","calcium","3.55","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1789","0900008800751315","potassium","5.1","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1790","0900008800751315","cholesterol","9.4","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1791","0900008800751315","glucose","5.57","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1792","0900008800751315","phosphate","3.88","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1793","0900008800751315","prostaglandin_e2","71.2","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"1794","0900008800751315","albumin","17.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1795","0900008800751315","alkaline_phosphatase","27.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1796","0900008800751315","alanine_aminotransferase","3.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1797","0900008800751315","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1798","0900008800751315","sodium","183.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1799","0900008800751315","haptoglobin","21.15","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"1800","0900008800751349","cortisol","255.0","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"1801","0900008800751349","phosphate","3.32","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1802","0900008800751349","calcium","2.86","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1803","0900008800751349","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1804","0900008800751349","creatinine","26.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1805","0900008800751349","urea","0.8","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1806","0900008800751349","total_protein","37.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1807","0900008800751349","potassium","3.78","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1808","0900008800751349","alkaline_phosphatase","18.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1809","0900008800751349","cholesterol","8.1","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1810","0900008800751349","neutrophils","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1811","0900008800751349","globulin","21.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1812","0900008800751349","neutrophils_abs","0.2","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1813","0900008800751349","creatine_phosphokinase","646.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1814","0900008800751349","haematocrit","38.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1815","0900008800751349","magnesium","1.12","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1816","0900008800751349","alanine_aminotransferase","3.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1817","0900008800751349","albumin","17.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1818","0900008800751349","c-reactive_protein","1.27","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"1819","0900008800751349","aspartate_aminotransferase","272.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1820","0900008800751349","glucose","4.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1821","0900008800751349","sodium","171.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1822","0900008800751349","monocytes_abs","0.2","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1823","0900008800751349","white_blood_cell_count","18.2","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1824","0900008800751349","lymphocytes","98.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1825","0900008800751349","haptoglobin","13.78","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"1826","0900008800751349","glutamate_dehydrogenase","148.1","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1827","0900008800751349","haemoglobin","104.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"1828","0900008800751349","lymphocytes_abs","17.8","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1829","0900008800751349","prostaglandin_e2","70.3","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"1830","0900008800751349","chloride","143.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1831","0900008800751349","triglycerides","1.05","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1832","0900008800751349","monocytes","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1833","0900008800751365","haemoglobin","105.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"1834","0900008800751365","magnesium","1.39","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1835","0900008800751365","neutrophils_abs","0.1","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1836","0900008800751365","lymphocytes","99.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1837","0900008800751365","white_blood_cell_count","7.6","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1838","0900008800751365","cholesterol","6.7","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1839","0900008800751365","chloride","133.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1840","0900008800751365","lymphocytes_abs","7.5","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1841","0900008800751365","globulin","21.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1842","0900008800751365","neutrophils","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1843","0900008800751365","haematocrit","41.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1844","0900008800751365","glutamate_dehydrogenase","65.9","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1845","0900008800751365","potassium","4.52","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1846","0900008800751365","prostaglandin_e2","68.4","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"1847","0900008800751365","creatinine","32.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1848","0900008800751365","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1849","0900008800751365","haptoglobin","12.66","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"1850","0900008800751365","urea","1.2","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1851","0900008800751365","alanine_aminotransferase","4.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1852","0900008800751365","creatine_phosphokinase","242.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1853","0900008800751365","glucose","6.45","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1854","0900008800751365","aspartate_aminotransferase","298.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1855","0900008800751365","alkaline_phosphatase","15.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1856","0900008800751365","calcium","2.84","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1857","0900008800751365","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1858","0900008800751365","triglycerides","1.04","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1859","0900008800751365","albumin","18.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1860","0900008800751365","phosphate","3.39","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1861","0900008800751365","cortisol","29.7","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"1862","0900008800751365","total_protein","39.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1863","0900008800751365","sodium","165.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1864","0900008800751365","monocytes","0.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1865","0900008800751426","potassium","3.28","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1866","0900008800751426","chloride","138.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1867","0900008800751426","calcium","2.62","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1868","0900008800751426","c-reactive_protein","1.27","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"1869","0900008800751426","haptoglobin","17.91","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"1870","0900008800751426","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1871","0900008800751426","cortisol","338.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"1872","0900008800751426","alkaline_phosphatase","22.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1873","0900008800751426","glucose","4.94","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1874","0900008800751426","white_blood_cell_count","22.8","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1875","0900008800751426","urea","0.4","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1876","0900008800751426","haematocrit","35.5","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1877","0900008800751426","aspartate_aminotransferase","388.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1878","0900008800751426","sodium","165.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1879","0900008800751426","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"1880","0900008800751426","prostaglandin_e2","67.81","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"1881","0900008800751426","glutamate_dehydrogenase","54.4","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1882","0900008800751426","triglycerides","1.17","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1883","0900008800751426","phosphate","3.06","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1884","0900008800751426","lymphocytes","97.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1885","0900008800751426","magnesium","1.14","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1886","0900008800751426","globulin","20.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"1887","0900008800751426","cholesterol","8.4","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1888","0900008800751426","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1889","0900008800751426","total_protein","34.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"1890","0900008800751426","neutrophils","3.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1891","0900008800751426","alanine_aminotransferase","6.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1892","0900008800751426","creatinine","22.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"1893","0900008800751426","creatine_phosphokinase","1128.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1894","0900008800751426","albumin","13.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"1895","0900008800751426","lymphocytes_abs","22.1","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1896","0900008800751426","neutrophils_abs","0.7","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1897","0900008800751444","phosphate","4.41","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1898","0900008800751444","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"1899","0900008800751444","triglycerides","1.69","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1900","0900008800751444","white_blood_cell_count","24.8","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1901","0900008800751444","alanine_aminotransferase","6.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1902","0900008800751444","potassium","4.96","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1903","0900008800751444","cortisol","217.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"1904","0900008800751444","glucose","4.64","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1905","0900008800751444","globulin","27.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"1906","0900008800751444","albumin","18.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"1907","0900008800751444","lymphocytes","100.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1908","0900008800751444","haptoglobin","15.15","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"1909","0900008800751444","haematocrit","44.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1910","0900008800751444","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1911","0900008800751444","alkaline_phosphatase","30.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1912","0900008800751444","lymphocytes_abs","24.8","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1913","0900008800751444","neutrophils_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1914","0900008800751444","neutrophils","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1915","0900008800751444","c-reactive_protein","1.89","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"1916","0900008800751444","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1917","0900008800751444","aspartate_aminotransferase","342.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1918","0900008800751444","urea","0.5","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1919","0900008800751444","prostaglandin_e2","84.96","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"1920","0900008800751444","glutamate_dehydrogenase","106.6","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1921","0900008800751444","cholesterol","10.9","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1922","0900008800751444","magnesium","1.31","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1923","0900008800751444","sodium","167.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1924","0900008800751444","creatinine","8.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"1925","0900008800751444","calcium","3.1","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1926","0900008800751444","total_protein","45.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"1927","0900008800751444","creatine_phosphokinase","8711.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1928","0900008800751444","chloride","134.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1929","0900008800751501","alkaline_phosphatase","33.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1930","0900008800751501","alanine_aminotransferase","6.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1931","0900008800751501","sodium","170.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1932","0900008800751501","neutrophils","2.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1933","0900008800751501","monocytes","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1934","0900008800751501","globulin","22.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1935","0900008800751501","creatine_phosphokinase","326.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1936","0900008800751501","prostaglandin_e2","72.1","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"1937","0900008800751501","creatinine","19.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1938","0900008800751501","total_protein","37.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1939","0900008800751501","phosphate","3.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1940","0900008800751501","triglycerides","1.14","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1941","0900008800751501","c-reactive_protein","0.31","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"1942","0900008800751501","glucose","5.88","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1943","0900008800751501","white_blood_cell_count","14.8","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1944","0900008800751501","aspartate_aminotransferase","616.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1945","0900008800751501","albumin","15.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"1946","0900008800751501","lymphocytes_abs","14.4","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1947","0900008800751501","neutrophils_abs","0.3","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1948","0900008800751501","monocytes_abs","0.1","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"1949","0900008800751501","cholesterol","6.9","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1950","0900008800751501","haptoglobin","10.05","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"1951","0900008800751501","glutamate_dehydrogenase","164.4","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"1952","0900008800751501","urea","1.9","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1953","0900008800751501","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"1954","0900008800751501","magnesium","1.21","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1955","0900008800751501","haemoglobin","94.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"1956","0900008800751501","chloride","140.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1957","0900008800751501","calcium","2.81","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1958","0900008800751501","cortisol","23.7","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"1959","0900008800751501","haematocrit","33.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1960","0900008800751501","lymphocytes","97.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"1961","0900008800751501","potassium","6.15","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"1962","0900008800751511","globulin","21.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"1963","0900008800751511","alkaline_phosphatase","24.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1964","0900008800751511","urea","0.5","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1965","0900008800751511","phosphate","3.02","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1966","0900008800751511","cortisol","295.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"1967","0900008800751511","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"1968","0900008800751511","haptoglobin","17.83","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"1969","0900008800751511","lymphocytes_abs","18.4","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"1970","0900008800751511","magnesium","1.11","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1971","0900008800751511","glucose","4.31","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1972","0900008800751511","haematocrit","31.5","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"1973","0900008800751511","cholesterol","7.3","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1974","0900008800751511","c-reactive_protein","1.67","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"1975","0900008800751511","sodium","164.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"1976","0900008800751511","creatine_phosphokinase","2092.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"1977","0900008800751511","chloride","138.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
